期間,當期價格_金額(新台幣百萬元),"當期價格_對上季增率折成年率(saar,%)","當期價格_對上季增率(saqr,%)",當期價格_金額(新台幣百萬元),"當期價格_對上季增率折成年率(saar,%)","當期價格_對上季增率(saqr,%)",當期價格_金額(新台幣百萬元),"當期價格_對上季增率折成年率(saar,%)","當期價格_對上季增率(saqr,%)",當期價格_金額(新台幣百萬元),"當期價格_對上季增率折成年率(saar,%)","當期價格_對上季增率(saqr,%)",當期價格_金額(新台幣百萬元),"當期價格_對上季增率折成年率(saar,%)","當期價格_對上季增率(saqr,%)",當期價格_金額(新台幣百萬元),"當期價格_對上季增率折成年率(saar,%)","當期價格_對上季增率(saqr,%)",當期價格_金額(新台幣百萬元),"當期價格_對上季增率折成年率(saar,%)","當期價格_對上季增率(saqr,%)",當期價格_金額(新台幣百萬元),"當期價格_對上季增率折成年率(saar,%)","當期價格_對上季增率(saqr,%)",按2006年價格_金額(新台幣百萬元),"按2006年價格_對上季增率折成年率(saar,%)","按2006年價格_對上季增率(saqr,%)",按2006年價格_金額(新台幣百萬元),"按2006年價格_對上季增率折成年率(saar,%)","按2006年價格_對上季增率(saqr,%)",按2006年價格_金額(新台幣百萬元),"按2006年價格_對上季增率折成年率(saar,%)","按2006年價格_對上季增率(saqr,%)",按2006年價格_金額(新台幣百萬元),"按2006年價格_對上季增率折成年率(saar,%)","按2006年價格_對上季增率(saqr,%)",按2006年價格_金額(新台幣百萬元),"按2006年價格_對上季增率折成年率(saar,%)","按2006年價格_對上季增率(saqr,%)",按2006年價格_金額(新台幣百萬元),"按2006年價格_對上季增率折成年率(saar,%)","按2006年價格_對上季增率(saqr,%)",按2006年價格_金額(新台幣百萬元),"按2006年價格_對上季增率折成年率(saar,%)","按2006年價格_對上季增率(saqr,%)",按2006年價格_金額(新台幣百萬元),"按2006年價格_對上季增率折成年率(saar,%)","按2006年價格_對上季增率(saqr,%)"
1989Q2,"978,975",16.07,3.80,"916,309",24.13,5.55,"524,149",26.07,5.96,"152,121",15.65,3.70,"240,039",25.56,5.86,"62,666",--,--,"490,768",-3.72,-0.94,"428,102",7.56,1.84,"1,235,764",10.64,2.56,"1,279,081",15.52,3.67,"721,527",22.88,5.29,"228,260",8.66,2.10,"329,294",5.52,1.35,"-43,317",--,--,"552,475",6.80,1.66,"595,792",17.45,4.10
1989Q3,"1,027,513",21.36,4.96,"963,699",22.35,5.17,"547,410",18.97,4.44,"166,511",43.55,9.46,"249,778",17.24,4.06,"63,814",--,--,"491,195",0.35,0.09,"427,381",-0.67,-0.17,"1,248,552",4.20,1.03,"1,312,292",10.80,2.60,"743,513",12.76,3.05,"251,065",46.36,9.99,"317,714",-13.34,-3.52,"-63,740",--,--,"562,485",7.45,1.81,"626,225",22.05,5.11
1989Q4,"1,053,573",10.54,2.54,"998,783",15.38,3.64,"563,110",11.98,2.87,"173,067",16.70,3.94,"262,606",22.18,5.14,"54,790",--,--,"483,002",-6.51,-1.67,"428,212",0.78,0.19,"1,285,516",12.38,2.96,"1,360,329",15.47,3.66,"756,998",7.45,1.81,"252,410",2.16,0.54,"350,921",48.83,10.45,"-74,813",--,--,"545,925",-11.27,-2.94,"620,738",-3.46,-0.88
1990Q1,"1,062,567",3.46,0.85,"1,028,673",12.52,2.99,"578,717",11.56,2.77,"181,145",20.02,4.67,"268,811",9.79,2.36,"33,894",--,--,"479,598",-2.79,-0.70,"445,704",17.37,4.08,"1,290,543",1.57,0.39,"1,397,946",11.53,2.77,"777,486",11.27,2.71,"261,692",15.54,3.68,"358,768",9.25,2.24,"-107,403",--,--,"537,406",-6.10,-1.56,"644,809",16.44,3.88
1990Q2,"1,090,130",10.79,2.59,"1,049,197",8.22,2.00,"583,375",3.26,0.80,"188,270",16.69,3.93,"277,552",13.66,3.25,"40,933",--,--,"487,742",6.97,1.70,"446,809",1.00,0.25,"1,306,565",5.06,1.24,"1,409,351",3.30,0.82,"777,091",-0.20,-0.05,"266,682",7.85,1.91,"365,578",7.81,1.90,"-102,786",--,--,"536,296",-0.82,-0.21,"639,082",-3.51,-0.89
1990Q3,"1,114,845",9.38,2.27,"1,043,445",-2.17,-0.55,"606,501",16.82,3.96,"197,092",20.10,4.69,"239,852",-44.23,-13.58,"71,400",--,--,"519,511",28.71,6.51,"448,111",1.17,0.29,"1,322,430",4.95,1.21,"1,368,106",-11.20,-2.93,"790,501",7.08,1.73,"275,107",13.25,3.16,"302,498",-53.12,-17.25,"-45,676",--,--,"566,033",24.09,5.54,"611,709",-16.06,-4.28
1990Q4,"1,162,513",18.23,4.28,"1,116,266",30.98,6.98,"620,258",9.39,2.27,"202,799",12.10,2.90,"293,209",123.32,22.25,"46,247",--,--,"538,569",15.50,3.67,"492,322",45.70,9.87,"1,397,041",24.55,5.64,"1,467,293",32.31,7.25,"805,816",7.98,1.94,"277,281",3.20,0.79,"384,196",160.21,27.01,"-70,252",--,--,"581,317",11.25,2.70,"651,569",28.72,6.52
1991Q1,"1,180,880",6.47,1.58,"1,139,318",8.52,2.07,"637,252",11.42,2.74,"209,362",13.59,3.24,"292,704",-0.69,-0.17,"41,562",--,--,"553,169",11.29,2.71,"511,607",16.61,3.92,"1,373,128",-6.67,-1.71,"1,477,011",2.68,0.66,"816,147",5.23,1.28,"284,224",10.40,2.50,"376,640",-7.64,-1.97,"-103,883",--,--,"593,687",8.79,2.13,"697,570",31.37,7.06
1991Q2,"1,225,140",15.86,3.75,"1,164,915",9.29,2.25,"658,727",14.18,3.37,"215,013",11.24,2.70,"291,175",-2.07,-0.52,"60,225",--,--,"582,576",23.02,5.32,"522,351",8.67,2.10,"1,414,022",12.46,2.98,"1,512,817",10.06,2.42,"835,985",10.08,2.43,"289,661",7.87,1.91,"387,171",11.66,2.80,"-98,795",--,--,"624,246",22.23,5.15,"723,041",15.43,3.65
1991Q3,"1,256,009",10.47,2.52,"1,222,539",21.30,4.95,"679,184",13.01,3.11,"221,207",12.03,2.88,"322,148",49.83,10.64,"33,470",--,--,"594,946",8.77,2.12,"561,476",33.50,7.49,"1,444,579",8.93,2.16,"1,574,723",17.40,4.09,"850,388",7.07,1.72,"296,001",9.05,2.19,"428,334",49.80,10.63,"-130,144",--,--,"648,805",16.69,3.93,"778,949",34.71,7.73
1991Q4,"1,296,191",13.42,3.20,"1,236,988",4.81,1.18,"691,607",7.52,1.83,"227,076",11.04,2.65,"318,305",-4.69,-1.19,"59,203",--,--,"573,951",-13.39,-3.53,"514,748",-29.36,-8.32,"1,504,040",17.51,4.12,"1,586,628",3.06,0.76,"864,767",6.94,1.69,"298,953",4.05,1.00,"422,908",-4.97,-1.27,"-82,588",--,--,"641,350",-4.52,-1.15,"723,938",-25.39,-7.06
1992Q1,"1,334,196",12.25,2.93,"1,287,437",17.34,4.08,"723,955",20.06,4.68,"225,522",-2.71,-0.68,"337,960",27.08,6.17,"46,759",--,--,"584,200",7.34,1.79,"537,441",18.84,4.41,"1,510,436",1.71,0.43,"1,623,256",9.56,2.31,"893,874",14.16,3.37,"295,189",-4.94,-1.26,"434,193",11.11,2.67,"-112,820",--,--,"664,124",14.98,3.55,"776,944",32.66,7.32
1992Q2,"1,368,733",10.76,2.59,"1,343,930",18.74,4.39,"750,540",15.52,3.67,"230,947",9.97,2.41,"362,443",32.28,7.24,"24,803",--,--,"580,782",-2.32,-0.59,"555,979",14.53,3.45,"1,520,093",2.58,0.64,"1,647,110",6.01,1.47,"913,061",8.87,2.15,"296,977",2.44,0.61,"437,072",2.68,0.66,"-127,017",--,--,"666,768",1.60,0.40,"793,785",8.96,2.17
1992Q3,"1,398,519",8.99,2.18,"1,393,889",15.72,3.72,"767,521",9.36,2.26,"235,182",7.54,1.83,"391,186",35.70,7.93,"4,630",--,--,"579,709",-0.74,-0.18,"575,079",14.47,3.44,"1,556,152",9.83,2.37,"1,706,241",15.15,3.59,"931,864",8.50,2.06,"302,119",7.11,1.73,"472,258",36.30,8.05,"-150,089",--,--,"664,340",-1.45,-0.36,"814,429",10.82,2.60
1992Q4,"1,433,096",10.26,2.47,"1,418,948",7.39,1.80,"786,499",10.26,2.47,"239,096",6.83,1.66,"393,353",2.23,0.55,"14,148",--,--,"605,200",18.78,4.40,"591,052",11.58,2.78,"1,582,544",6.96,1.70,"1,720,135",3.30,0.81,"951,607",8.75,2.12,"301,953",-0.22,-0.05,"466,575",-4.73,-1.20,"-137,591",--,--,"684,644",12.80,3.06,"822,235",3.89,0.96
1993Q1,"1,486,820",15.86,3.75,"1,455,977",10.85,2.61,"810,988",13.05,3.11,"241,456",4.01,0.99,"403,533",10.76,2.59,"30,843",--,--,"644,848",28.89,6.55,"614,005",16.46,3.88,"1,608,447",6.71,1.64,"1,744,520",5.79,1.42,"966,286",6.31,1.54,"306,261",5.83,1.43,"471,973",4.71,1.16,"-136,073",--,--,"712,326",17.18,4.04,"848,399",13.35,3.18
1993Q2,"1,517,575",8.53,2.07,"1,489,603",9.56,2.31,"835,971",12.90,3.08,"241,898",0.73,0.18,"411,734",8.38,2.03,"27,972",--,--,"662,886",11.67,2.80,"634,914",14.33,3.41,"1,633,294",6.32,1.54,"1,773,066",6.71,1.64,"989,640",10.02,2.42,"302,170",-5.24,-1.34,"481,256",8.10,1.97,"-139,772",--,--,"719,719",4.22,1.04,"859,491",5.33,1.31
1993Q3,"1,542,681",6.78,1.65,"1,520,374",8.52,2.07,"853,137",8.47,2.05,"242,961",1.77,0.44,"424,276",12.75,3.05,"22,307",--,--,"662,491",-0.24,-0.06,"640,184",3.36,0.83,"1,661,452",7.08,1.72,"1,808,659",8.27,2.01,"1,008,151",7.69,1.87,"300,662",-1.98,-0.50,"499,846",16.37,3.86,"-147,207",--,--,"709,938",-5.33,-1.36,"857,145",-1.09,-0.27
1993Q4,"1,563,025",5.38,1.32,"1,550,365",8.13,1.97,"877,799",12.07,2.89,"245,597",4.41,1.08,"426,969",2.56,0.63,"12,660",--,--,"669,269",4.16,1.02,"656,609",10.66,2.57,"1,681,366",4.88,1.20,"1,837,650",6.57,1.60,"1,027,086",7.73,1.88,"303,937",4.43,1.09,"506,627",5.54,1.36,"-156,284",--,--,"720,846",6.29,1.54,"877,130",9.66,2.33
1994Q1,"1,611,465",12.98,3.10,"1,597,293",12.67,3.03,"916,575",18.88,4.42,"249,545",6.59,1.61,"431,173",4.00,0.98,"14,172",--,--,"669,446",0.11,0.03,"655,274",-0.81,-0.20,"1,711,145",7.27,1.77,"1,879,074",9.33,2.25,"1,054,970",11.31,2.71,"305,575",2.17,0.54,"518,529",9.73,2.35,"-167,929",--,--,"720,754",-0.05,-0.01,"888,683",5.37,1.32
1994Q2,"1,660,586",12.76,3.05,"1,614,940",4.49,1.10,"931,565",6.70,1.64,"249,596",0.08,0.02,"433,779",2.44,0.60,"45,646",--,--,"713,610",29.12,6.60,"667,964",7.97,1.94,"1,768,442",14.08,3.35,"1,895,976",3.65,0.90,"1,069,707",5.71,1.40,"305,478",-0.13,-0.03,"520,791",1.76,0.44,"-127,534",--,--,"749,315",16.82,3.96,"876,849",-5.22,-1.33
1994Q3,"1,689,706",7.20,1.75,"1,669,776",14.29,3.40,"975,320",20.15,4.70,"247,298",-3.63,-0.92,"447,158",12.92,3.08,"19,930",--,--,"708,857",-2.64,-0.67,"688,927",13.16,3.14,"1,781,830",3.06,0.76,"1,925,502",6.38,1.56,"1,103,899",13.41,3.20,"296,927",-10.74,-2.80,"524,676",3.02,0.75,"-143,672",--,--,"738,700",-5.55,-1.42,"882,372",2.54,0.63
1994Q4,"1,723,748",8.31,2.01,"1,698,095",6.96,1.70,"984,868",3.97,0.98,"250,196",4.77,1.17,"463,031",14.97,3.55,"25,653",--,--,"772,294",40.90,8.95,"746,641",37.96,8.38,"1,822,987",9.56,2.31,"1,959,282",7.20,1.75,"1,111,296",2.71,0.67,"299,875",4.03,0.99,"548,111",19.10,4.47,"-136,295",--,--,"812,300",46.22,9.96,"948,595",33.57,7.51
1995Q1,"1,745,740",5.20,1.28,"1,713,971",3.79,0.93,"999,463",6.06,1.48,"259,377",15.51,3.67,"455,131",-6.65,-1.71,"31,769",--,--,"798,820",14.46,3.43,"767,051",11.39,2.73,"1,844,409",4.78,1.18,"1,960,774",0.30,0.08,"1,116,588",1.92,0.48,"309,596",13.61,3.24,"534,590",-9.51,-2.47,"-116,365",--,--,"819,619",3.65,0.90,"935,984",-5.21,-1.33
1995Q2,"1,793,937",11.51,2.76,"1,794,765",20.23,4.71,"1,032,557",13.92,3.31,"258,712",-1.02,-0.26,"503,496",49.77,10.63,-828,--,--,"835,681",19.78,4.61,"836,509",41.44,9.06,"1,884,645",9.02,2.18,"2,039,162",16.98,4.00,"1,144,103",10.23,2.46,"307,890",-2.19,-0.55,"587,169",45.54,9.84,"-154,517",--,--,"846,295",13.67,3.25,"1,000,812",30.72,6.93
1995Q3,"1,852,427",13.69,3.26,"1,841,129",10.74,2.58,"1,048,810",6.45,1.57,"273,328",24.59,5.65,"518,991",12.89,3.08,"11,298",--,--,"889,803",28.53,6.48,"878,505",21.65,5.02,"1,901,023",3.52,0.87,"2,059,939",4.14,1.02,"1,156,484",4.40,1.08,"323,108",21.29,4.94,"580,347",-4.57,-1.16,"-158,916",--,--,"867,508",10.41,2.51,"1,026,424",10.64,2.56
1995Q4,"1,885,441",7.32,1.78,"1,816,496",-5.25,-1.34,"1,078,340",11.75,2.82,"273,529",0.29,0.07,"464,627",-35.76,-10.47,"68,945",--,--,"897,214",3.37,0.83,"828,269",-20.99,-5.72,"1,906,206",1.10,0.27,"2,029,608",-5.76,-1.47,"1,178,716",7.91,1.92,"318,056",-6.11,-1.56,"532,836",-28.94,-8.19,"-123,402",--,--,"874,413",3.22,0.80,"997,815",-10.69,-2.79
1996Q1,"1,906,164",4.47,1.10,"1,852,711",8.22,1.99,"1,100,144",8.34,2.02,"276,176",3.93,0.97,"476,391",10.52,2.53,"53,453",--,--,"912,588",7.03,1.71,"859,135",15.76,3.73,"1,950,834",9.70,2.34,"2,080,245",10.36,2.49,"1,195,084",5.67,1.39,"320,628",3.27,0.81,"564,533",26.00,5.95,"-129,411",--,--,"892,179",8.38,2.03,"1,021,590",9.88,2.38
1996Q2,"1,959,202",11.60,2.78,"1,896,893",9.89,2.38,"1,131,070",11.73,2.81,"294,771",29.78,6.73,"471,052",-4.41,-1.12,"62,309",--,--,"931,092",8.36,2.03,"868,783",4.57,1.12,"1,983,333",6.83,1.67,"2,124,613",8.81,2.13,"1,219,283",8.35,2.02,"346,424",36.28,8.05,"558,906",-3.93,-1.00,"-141,280",--,--,"909,467",7.98,1.94,"1,050,747",11.91,2.85
1996Q3,"2,017,394",12.42,2.97,"1,917,409",4.40,1.08,"1,161,476",11.19,2.69,"293,407",-1.84,-0.46,"462,526",-7.05,-1.81,"99,985",--,--,"927,599",-1.49,-0.38,"827,614",-17.65,-4.74,"1,998,741",3.14,0.78,"2,088,136",-6.69,-1.72,"1,238,119",6.32,1.54,"335,358",-12.18,-3.19,"514,659",-28.10,-7.92,"-89,395",--,--,"915,195",2.54,0.63,"1,004,590",-16.45,-4.39
1996Q4,"2,023,315",1.18,0.29,"1,980,353",13.79,3.28,"1,187,707",9.34,2.26,"307,949",21.35,4.96,"484,697",20.60,4.79,"42,962",--,--,"928,797",0.52,0.13,"885,835",31.25,7.03,"2,020,602",4.45,1.09,"2,197,604",22.68,5.24,"1,260,970",7.59,1.85,"346,756",14.30,3.40,"589,878",72.57,14.62,"-177,002",--,--,"928,377",5.89,1.44,"1,105,379",46.58,10.03
1997Q1,"2,062,501",7.97,1.94,"2,013,678",6.90,1.68,"1,200,720",4.46,1.10,"307,820",-0.17,-0.04,"505,138",17.97,4.22,"48,823",--,--,"962,209",15.18,3.60,"913,386",13.03,3.11,"2,060,244",8.08,1.96,"2,240,927",8.12,1.97,"1,277,739",5.43,1.33,"346,567",-0.22,-0.05,"616,621",19.41,4.53,"-180,683",--,--,"962,322",15.45,3.66,"1,143,005",14.33,3.40
1997Q2,"2,095,610",6.58,1.61,"2,053,442",8.14,1.97,"1,226,188",8.76,2.12,"305,287",-3.25,-0.82,"521,967",14.01,3.33,"42,168",--,--,"966,349",1.73,0.43,"924,181",4.81,1.18,"2,082,056",4.30,1.06,"2,273,709",5.98,1.46,"1,302,076",7.84,1.90,"353,253",7.94,1.93,"618,380",1.15,0.29,"-191,653",--,--,"947,923",-5.85,-1.50,"1,139,576",-1.19,-0.30
